Symbol,Description,Price,Market Capitalization,Optionable Stocks,Average Volume (10 Day),Beta
DQ,Daqo New Energy Corp,$24.88,$2B (Micro),Yes,"722,730",0.67
DRH,Diamondrock Hospitality Co,$9.87,$2B (Micro),Yes,"3,542,390",0.99
DRTS,Alpha Tau Medical Ltd,$7.21,$615M (Micro),Yes,"301,470",1.04
DRVN,Driven Brands Holdings Inc,$16.84,$3B (Small),Yes,"1,001,680",1.02
DUOT,Duos Technologies Group Inc,$8.99,$184M (Micro),Yes,"265,110",1.0
DV,DoubleVerify Holdings Inc,$9.45,$2B (Micro),Yes,"3,212,030",1.0
DX,Dynex Capital Inc,$14.05,$3B (Small),Yes,"5,710,560",0.95
DXC,DXC Technology Co,$13.39,$2B (Small),Yes,"3,466,720",1.09
DYN,Dyne Therapeutics Inc,$15.54,$3B (Small),Yes,"1,678,100",1.34
EAF,GrafTech International Ltd,$6.67,$172M (Micro),Yes,"913,710",1.72
EBC,Eastern Bankshares Inc,$21.61,$5B (Small),Yes,"2,360,180",0.78
EBS,Emergent BioSolutions Inc,$10.83,$569M (Micro),Yes,"649,270",2.37
EC,Ecopetrol SA,$11.90,$24B (Mid),Yes,"2,808,790",0.79
ECVT,Ecovyst Inc,$11.62,$1B (Micro),Yes,"1,310,050",1.16
EFC,Ellington Financial Inc,$12.94,$2B (Micro),Yes,"2,255,580",0.93
EGAN,eGain Corp,$9.99,$274M (Micro),Yes,"308,130",0.8
EH,EHang Holdings Ltd,$11.58,$834M (Micro),Yes,"641,690",0.97
EHAB,Enhabit Inc,$11.16,$565M (Micro),Yes,"590,970",1.24
EMBC,Embecta Corp,$10.17,$602M (Micro),Yes,"1,146,560",1.07
ENOV,Enovis Corp,$21.77,$1B (Micro),Yes,"1,089,910",1.25
ENR,Energizer Holdings Inc,$22.77,$2B (Micro),Yes,"1,623,940",0.62
ENVX,Enovix Corp,$5.92,$1B (Micro),Yes,"7,595,790",2.13
EOSE,Eos Energy Enterprises Inc,$11.10,$4B (Small),Yes,"20,444,240",2.21
EPC,Edgewell Personal Care Co,$21.89,$1B (Micro),Yes,"889,070",0.6
EQX,Equinox Gold Corp,$15.80,$12B (Mid),Yes,"11,811,330",1.24
ERAS,Erasca Inc,$12.00,$4B (Small),Yes,"4,540,150",1.19
ERIC,Telefonaktiebolaget LM Ericsson,$11.07,$34B (Mid),Yes,"7,066,450",0.96
ERII,Energy Recovery Inc,$15.60,$826M (Micro),Yes,"282,490",1.03
ESRT,Empire State Realty Trust Inc,$6.27,$1B (Micro),Yes,"1,366,540",1.36
ET,Energy Transfer LP,$18.75,$64B (Large),Yes,"17,383,040",0.64
ETD,Ethan Allen Interiors Inc,$23.85,$607M (Micro),Yes,"397,970",1.17
ETON,Eton Pharmaceuticals Inc,$17.07,$458M (Micro),Yes,"268,750",1.18
EVER,EverQuote Inc,$14.66,$527M (Micro),Yes,"1,409,490",0.57
EVLV,Evolv Technologies Holdings Inc,$5.68,$992M (Micro),Yes,"3,090,630",1.87
EWCZ,European Wax Center Inc,$5.71,$311M (Micro),Yes,"2,240,460",1.35
EXK,Endeavour Silver Corp,$11.75,$3B (Small),Yes,"12,885,220",1.2
EXPI,eXp World Holdings Inc,$7.55,$1B (Micro),Yes,"971,680",2.12
EXTR,Extreme Networks Inc,$14.46,$2B (Micro),Yes,"1,869,770",1.66
EYPT,EyePoint Inc,$12.94,$1B (Micro),Yes,"1,228,490",1.8
EZPW,EZCORP Inc,$24.31,$1B (Micro),Yes,"1,521,970",0.5
F,Ford Motor Co,$14.12,$56B (Large),Yes,"82,751,090",1.65
FA,First Advantage Corp,$9.49,$2B (Micro),Yes,"1,405,040",1.23
FBP,First BanCorp,$22.43,$4B (Small),Yes,"1,136,890",0.85
FBRT,Franklin BSP Realty Trust Inc,$8.85,$722M (Micro),Yes,"1,320,340",1.16
FCEL,Fuelcell Energy Inc,$7.22,$345M (Micro),Yes,"1,763,350",1.35
FCF,First Commonwealth Financial Corp,$18.37,$2B (Micro),Yes,"847,920",0.78
FCPT,Four Corners Property Trust Inc,$24.37,$3B (Small),Yes,"890,880",0.84
FDMT,4D Molecular Therapeutics Inc,$9.35,$477M (Micro),Yes,"752,030",2.98
FDUS,Fidus Investment Corp,$18.85,$687M (Micro),Yes,"262,030",0.74
FFIC,Flushing Financial Corp,$16.67,$563M (Micro),Yes,"362,490",0.81
FFWM,First Foundation Inc,$6.24,$517M (Micro),Yes,"763,960",0.91
FHN,First Horizon Corp,$24.56,$12B (Mid),Yes,"7,653,780",0.62
FIGS,Figs Inc,$10.25,$2B (Micro),Yes,"2,792,230",1.3
FINV,FinVolution Group,$5.54,$1B (Micro),Yes,"1,305,090",0.34
FIP,Ftai Infrastructure Inc,$6.00,$698M (Micro),Yes,"1,066,020",1.97
FIVN,Five9 Inc,$16.75,$1B (Micro),Yes,"2,652,010",1.3
FLG,Flagstar Bank NA,$14.18,$6B (Small),Yes,"5,682,440",1.06
FLNC,Fluence Energy Inc,$18.46,$3B (Small),Yes,"9,126,150",2.99
FLO,Flowers Foods Inc,$10.36,$2B (Small),Yes,"5,519,430",0.34
FLYW,Flywire Corp,$10.97,$1B (Micro),Yes,"1,676,580",1.3
FMC,FMC Corp,$14.34,$2B (Micro),Yes,"7,266,300",0.68
FMNB,Farmers National Banc Corp,$13.44,$506M (Micro),Yes,"589,270",0.85
FNB,FNB Corp,$18.07,$6B (Small),Yes,"6,342,470",0.91
FOLD,Amicus Therapeutics Inc,$14.31,$4B (Small),Yes,"8,011,050",0.43
FOXF,Fox Factory Holding Corp,$19.31,$807M (Micro),Yes,"535,600",1.47
FPI,Farmland Partners Inc,$11.98,$516M (Micro),Yes,"615,310",0.76
FRSH,Freshworks Inc,$7.24,$2B (Micro),Yes,"10,295,560",0.95
FSK,FS KKR Capital Corp,$13.32,$4B (Small),Yes,"3,303,810",0.87
FSLY,Fastly Inc,$18.26,$3B (Small),Yes,"21,432,570",0.85
FTK,Flotek Industries Inc,$17.29,$520M (Micro),Yes,"289,670",1.43
FULC,Fulcrum Therapeutics Inc,$10.63,$701M (Micro),Yes,"483,950",3.18
FULT,Fulton Financial Corp,$22.03,$4B (Small),Yes,"2,075,640",0.85
FUN,Six Flags Entertainment Corp,$15.90,$2B (Micro),Yes,"2,217,380",0.37
FVRR,Fiverr International Ltd,$14.34,$530M (Micro),Yes,"1,585,660",1.29
FWRG,First Watch Restaurant Group Inc,$15.37,$938M (Micro),Yes,"1,556,730",0.89
GBDC,Golub Capital BDC Inc,$12.63,$3B (Small),Yes,"3,498,900",0.45
GBTG,Global Business Travel Group Inc,$5.04,$3B (Small),Yes,"1,895,900",0.79
GCMG,GCM Grosvenor Inc,$12.04,$2B (Small),Yes,"883,690",0.79
GDOT,Green Dot Corp,$11.91,$662M (Micro),Yes,"810,270",0.82
GDYN,Grid Dynamics Holdings Inc,$6.58,$558M (Micro),Yes,"1,807,790",0.85
GEL,Genesis Energy LP,$17.54,$2B (Small),Yes,"314,510",0.78
GEN,Gen Digital Inc,$23.72,$14B (Mid),Yes,"9,037,540",1.1
GENI,Genius Sports Ltd,$5.79,$1B (Micro),Yes,"12,579,980",1.93
GEO,Geo Group Inc,$14.21,$2B (Micro),Yes,"2,194,800",0.78
GEOS,Geospace Technologies Corp,$9.69,$125M (Micro),Yes,"425,490",0.53
GLAD,Gladstone Capital Corp,$18.54,$419M (Micro),Yes,"259,560",0.95
GLDD,Great Lakes Dredge & Dock Corp,$16.89,$1B (Micro),Yes,"2,739,230",1.37
GLUE,Monte Rosa Therapeutics Inc,$17.92,$1B (Micro),Yes,"1,023,230",1.64
GLXY,Galaxy Digital Inc,$21.66,$8B (Mid),Yes,"10,468,490",3.8
GME,GameStop Corp,$23.57,$11B (Mid),Yes,"9,923,960",2.11
GNK,Genco Shipping & Trading Ltd,$22.21,$960M (Micro),Yes,"352,890",1.12
GNL,Global Net Lease Inc,$9.85,$2B (Small),Yes,"1,755,650",1.07
GNTX,Gentex Corp,$24.89,$5B (Small),Yes,"2,806,330",0.74
GNW,Genworth Financial Inc,$8.92,$4B (Small),Yes,"3,639,040",0.99
GO,Grocery Outlet Holding Corp,$10.28,$1B (Micro),Yes,"1,886,670",0.49
GOOD,Gladstone Commercial Corp,$11.67,$565M (Micro),Yes,"488,170",1.1
GPGI,GPGI Inc,$24.63,$7B (Small),Yes,"2,181,380",0.99
GPK,Graphic Packaging Holding Co,$12.42,$4B (Small),Yes,"11,270,480",0.66
GPRE,Green Plains Inc,$13.70,$957M (Micro),Yes,"2,395,210",1.46
GPRK,GeoPark Ltd,$8.24,$423M (Micro),Yes,"660,280",0.42
GRFS,Grifols SA,$9.32,$2B (Small),Yes,"462,710",0.66
GRND,Grindr Inc,$10.08,$2B (Micro),Yes,"2,004,990",0.26
GRNT,Granite Ridge Resources Inc,$5.05,$663M (Micro),Yes,"579,580",0.31
GSBD,Goldman Sachs BDC Inc,$9.23,$1B (Micro),Yes,"1,730,850",0.66
GSIT,GSI Technology Inc,$6.14,$222M (Micro),Yes,"969,010",1.49
GSM,Ferroglobe PLC,$5.28,$989M (Micro),Yes,"1,284,340",0.92
GT,Goodyear Tire & Rubber Co,$9.44,$3B (Small),Yes,"10,056,460",1.1
GTE,Gran Tierra Energy Inc,$5.57,$197M (Micro),Yes,"570,550",0.37
GTM,Zoominfo Technologies Inc,$6.36,$2B (Micro),Yes,"16,080,730",1.09
GTX,Garrett Motion Inc,$21.25,$4B (Small),Yes,"2,467,220",0.29
HAYW,Hayward Holdings Inc,$16.71,$4B (Small),Yes,"1,937,780",1.12
HBAN,Huntington Bancshares Inc,$17.26,$35B (Mid),Yes,"39,660,680",0.96
HBNC,Horizon Bancorp Inc,$18.01,$918M (Micro),Yes,"329,180",0.8
HCSG,Healthcare Services Group Inc,$21.59,$2B (Micro),Yes,"980,030",0.73
HE,Hawaiian Electric Industries Inc,$16.82,$3B (Small),Yes,"3,083,630",0.62
HELE,Helen of Troy Ltd,$17.64,$407M (Micro),Yes,"708,510",0.79
HIMS,Hims & Hers Health Inc,$16.30,$4B (Small),Yes,"47,181,720",2.55
HIMX,Himax Technologies Inc,$7.72,$1B (Micro),Yes,"1,278,990",1.87
HIW,Highwoods Properties Inc,$23.12,$3B (Small),Yes,"1,697,910",1.09
HL,Hecla Mining Co,$22.60,$15B (Mid),Yes,"23,188,880",1.24
HLF,Herbalife Ltd,$15.90,$2B (Micro),Yes,"1,352,110",0.88
HLIT,Harmonic Inc,$10.68,$1B (Micro),Yes,"818,730",1.03
HLMN,Hillman Solutions Corp,$10.06,$2B (Micro),Yes,"1,857,100",1.63
HLN,Haleon PLC,$11.20,$50B (Large),Yes,"7,413,800",0.16
HLX,Helix Energy Solutions Group Inc,$8.60,$1B (Micro),Yes,"2,505,330",1.22
HMY,Harmony Gold Mining Company Ltd,$20.99,$13B (Mid),Yes,"5,557,350",0.97
HNRG,Hallador Energy Co,$20.09,$943M (Micro),Yes,"615,470",0.2
HOG,Harley-Davidson Inc,$20.42,$2B (Small),Yes,"4,630,840",1.4
HOPE,Hope Bancorp Inc,$12.14,$2B (Micro),Yes,"927,150",0.82
HPE,Hewlett Packard Enterprise Co,$22.69,$30B (Mid),Yes,"19,479,500",1.3
HPK,Highpeak Energy Inc,$5.09,$639M (Micro),Yes,"780,810",0.64
HPP,Hudson Pacific Properties Inc,$6.58,$357M (Micro),Yes,"2,042,650",1.54
HPQ,HP Inc,$19.26,$18B (Mid),Yes,"22,700,160",1.19
HR,Healthcare Realty Trust Inc,$17.96,$6B (Small),Yes,"5,319,820",0.93
HRL,Hormel Foods Corp,$23.78,$13B (Mid),Yes,"4,273,150",0.33
HRTG,Heritage Insurance Holdings Inc,$24.82,$767M (Micro),Yes,"271,910",0.97
HRZN,Horizon Technology Finance Corp,$6.67,$309M (Micro),Yes,"1,002,680",0.94
HST,Host Hotels & Resorts Inc,$19.89,$14B (Mid),Yes,"7,704,780",1.13
HSTM,HealthStream Inc,$20.31,$603M (Micro),Yes,"430,020",0.46
HTBK,Heritage Commerce Corp,$13.30,$816M (Micro),Yes,"637,440",0.76
HTGC,Hercules Capital Inc,$15.58,$3B (Small),Yes,"3,702,660",0.81
HTLD,Heartland Express Inc,$11.28,$874M (Micro),Yes,"788,890",1.11
HTZ,Hertz Global Holdings Inc,$5.04,$2B (Micro),Yes,"5,042,010",2.11
HUN,Huntsman Corp,$13.21,$2B (Small),Yes,"7,621,570",0.65
IAG,IAMGOLD Corp,$21.63,$13B (Mid),Yes,"9,385,740",1.35
IART,Integra Lifesciences Holdings Corp,$11.32,$882M (Micro),Yes,"713,840",1.02
IE,Ivanhoe Electric Inc,$15.79,$2B (Small),Yes,"2,050,150",1.01
IEP,Icahn Enterprises LP,$8.06,$5B (Small),Yes,"757,610",0.72
IHS,IHS Holding Ltd,$8.29,$3B (Small),Yes,"1,235,900",0.84
IIIV,I3 Verticals Inc,$22.20,$677M (Micro),Yes,"622,250",0.97
ILPT,Industrial Logistics Properties Trust,$5.46,$364M (Micro),Yes,"260,330",2.47
IMMR,Immersion Corp,$6.16,$203M (Micro),Yes,"336,130",0.89
IMMX,Immix Biopharma Inc,$7.33,$382M (Micro),Yes,"956,130",0.26
IMNM,Immunome Inc,$22.16,$2B (Small),Yes,"1,317,580",2.12
IMTX,Immatics NV,$9.84,$1B (Micro),Yes,"413,340",1.35
INFY,Infosys Ltd,$14.72,$60B (Large),Yes,"18,925,970",1.0
INGN,Inogen Inc,$5.76,$156M (Micro),Yes,"268,860",1.78
INMD,Inmode Ltd,$14.30,$906M (Micro),Yes,"1,639,410",2.18
INNV,InnovAge Holding Corp,$8.36,$1B (Micro),Yes,"558,590",0.45
INTA,Intapp Inc,$23.23,$2B (Micro),Yes,"2,938,200",0.74
INTR,Inter & Co Inc,$8.73,$4B (Small),Yes,"4,336,160",1.2
INVA,Innoviva Inc,$22.70,$2B (Micro),Yes,"935,570",0.42
INVX,Innovex International Inc,$24.76,$2B (Micro),Yes,"364,920",0.73
IRDM,Iridium Communications Inc,$23.17,$2B (Small),Yes,"2,918,460",0.6
IRT,Independence Realty Trust Inc,$16.35,$4B (Small),Yes,"3,398,820",1.0
ISSC,Innovative Solutions and Support Inc,$19.83,$353M (Micro),Yes,"393,550",0.63
ITUB,Itau Unibanco Holding SA,$9.16,$50B (Large),Yes,"29,751,070",0.62
IVR,Invesco Mortgage Capital Inc,$8.71,$665M (Micro),Yes,"2,651,940",1.7
JACK,Jack in the Box Inc,$20.73,$392M (Micro),Yes,"479,130",1.15
JANX,Janux Therapeutics Inc,$13.14,$790M (Micro),Yes,"1,391,360",2.88
JBGS,JBG SMITH Properties,$15.94,$943M (Micro),Yes,"537,380",1.12
JBI,Janus International Group Inc,$7.10,$986M (Micro),Yes,"1,204,050",1.47
JBLU,JetBlue Airways Corp,$5.91,$2B (Small),Yes,"21,495,910",1.69
JMIA,Jumia Technologies AG,$9.32,$1B (Micro),Yes,"3,856,930",2.44
JOBY,Joby Aviation Inc,$9.90,$10B (Mid),Yes,"29,587,610",2.59
KC,Kingsoft Cloud Holdings Ltd,$14.48,$4B (Small),Yes,"1,680,870",2.02
KD,Kyndryl Holdings Inc,$12.24,$3B (Small),Yes,"14,984,280",2.02
KELYA,Kelly Services Inc,$9.79,$303M (Micro),Yes,"856,930",0.79
KEP,Korea Electric Power Corp,$21.52,$28B (Mid),Yes,"511,250",0.86
KEY,KeyCorp,$21.70,$24B (Mid),Yes,"15,236,600",1.06
KHC,Kraft Heinz Co,$24.80,$29B (Mid),Yes,"17,795,800",0.04
KIM,Kimco Realty Corp,$22.71,$15B (Mid),Yes,"5,692,630",1.05
KOD,Kodiak Sciences Inc,$22.07,$1B (Micro),Yes,"615,010",2.65
KODK,Eastman Kodak Co,$7.67,$739M (Micro),Yes,"632,250",1.47
KPTI,Karyopharm Therapeutics Inc,$8.58,$157M (Micro),Yes,"862,710",0.14
KREF,KKR Real Estate Finance Trust Inc,$7.01,$451M (Micro),Yes,"1,296,620",0.93
KRNT,Kornit Digital Ltd,$15.97,$734M (Micro),Yes,"412,840",1.77
KRNY,Kearny Financial Corp,$8.08,$523M (Micro),Yes,"409,290",0.65
KRO,Kronos Worldwide Inc,$6.33,$728M (Micro),Yes,"328,600",1.05
KROS,Keros Therapeutics Inc,$16.58,$505M (Micro),Yes,"272,620",0.86
KRP,Kimbell Royalty Partners LP,$14.08,$2B (Micro),Yes,"543,250",0.27
KSS,Kohls Corp,$19.85,$2B (Small),Yes,"3,720,840",1.4
KT,KT Corp,$23.56,$11B (Mid),Yes,"1,857,430",0.61
KURA,Kura Oncology Inc,$8.31,$723M (Micro),Yes,"1,383,610",0.23
KW,Kennedy-Wilson Holdings Inc,$9.89,$1B (Micro),Yes,"674,490",1.01
LADR,Ladder Capital Corp,$10.38,$1B (Micro),Yes,"981,980",1.03
LAND,Gladstone Land Corp,$11.19,$417M (Micro),Yes,"792,990",1.19
LAR,Lithium Argentina AG,$6.91,$1B (Micro),Yes,"2,616,010",1.24
LBTYA,Liberty Global Ltd,$10.89,$2B (Micro),Yes,"3,410,820",1.12
LC,LendingClub Corp,$15.59,$2B (Micro),Yes,"2,442,340",2.11
LCID,Lucid Group Inc,$10.28,$3B (Small),Yes,"7,342,380",1.12
LEG,Leggett & Platt Inc,$11.73,$2B (Micro),Yes,"2,350,580",0.72
LEGN,Legend Biotech Corp,$17.58,$3B (Small),Yes,"2,583,590",0.09
LENZ,LENZ Therapeutics Inc,$12.88,$403M (Micro),Yes,"911,680",0.62
LEVI,Levi Strauss & Co,$21.91,$9B (Mid),Yes,"3,169,090",1.28
LFST,LifeStance Health Group Inc,$7.03,$3B (Small),Yes,"1,829,600",1.11
LFVN,LifeVantage Corp,$5.03,$64M (Micro),Yes,"378,580",0.35
LI,Li Auto Inc,$18.46,$20B (Mid),Yes,"4,576,880",0.57
LILA,Liberty Latin America Ltd,$7.72,$301M (Micro),Yes,"290,240",1.0
LIND,Lindblad Expeditions Holdings Inc,$20.07,$1B (Micro),Yes,"928,140",2.18
LOMA,Loma Negra Compania Industrial Argentina SA,$11.47,$1B (Micro),Yes,"345,950",0.75
LPTH,LightPath Technologies Inc,$11.52,$665M (Micro),Yes,"3,116,050",0.96
LTBR,Lightbridge Corp,$13.04,$422M (Micro),Yes,"941,680",2.01
LTRX,Lantronix Inc,$5.48,$218M (Micro),Yes,"1,383,540",1.55
LUCK,Lucky Strike Entertainment Corp,$7.83,$1B (Micro),Yes,"584,570",0.71
LUMN,Lumen Technologies Inc,$8.39,$9B (Mid),Yes,"20,494,750",1.55
LUNR,Intuitive Machines Inc,$16.13,$3B (Small),Yes,"9,157,790",1.42
LUXE,LuxExperience BV,$10.51,$1B (Micro),Yes,"604,010",1.05
LXU,LSB Industries Inc,$9.85,$709M (Micro),Yes,"433,810",0.69
LYFT,Lyft Inc,$13.27,$5B (Small),Yes,"26,478,270",1.94
LYG,Lloyds Banking Group PLC,$5.61,$83B (Large),Yes,"30,121,420",0.91
LZ,LegalZoom.com Inc,$6.87,$1B (Micro),Yes,"4,810,710",1.26
M,Macy's Inc,$21.63,$6B (Small),Yes,"6,718,050",1.5
MAC,Macerich Co,$18.52,$5B (Small),Yes,"2,438,080",2.18
MAGN,Magnera Corp,$13.82,$496M (Micro),Yes,"543,450",1.69
MAMA,Mama's Creations Inc,$15.53,$631M (Micro),Yes,"477,350",0.8
MANU,Manchester United PLC,$17.44,$3B (Small),Yes,"333,730",0.51
MARA,MARA Holdings Inc,$7.92,$3B (Small),Yes,"57,105,540",5.54
MASS,908 Devices Inc,$6.49,$235M (Micro),Yes,"338,520",0.48
MAT,Mattel Inc,$16.47,$5B (Small),Yes,"10,332,450",0.73
MATV,Mativ Holdings Inc,$14.78,$808M (Micro),Yes,"323,370",0.72
MAX,Mediaalpha Inc,$7.17,$467M (Micro),Yes,"1,162,000",1.36
MBI,MBIA Inc,$6.04,$305M (Micro),Yes,"369,160",1.89
MBLY,Mobileye Global Inc,$9.19,$8B (Mid),Yes,"7,379,010",0.53
MCHB,Mechanics Bancorp,$15.37,$4B (Small),Yes,"426,030",1.53
MCW,Mister Car Wash Inc,$5.97,$2B (Micro),Yes,"1,096,260",1.44
MD,Pediatrix Medical Group Inc,$21.52,$2B (Micro),Yes,"497,300",0.77
MDU,MDU Resources Group Inc,$20.80,$4B (Small),Yes,"2,218,400",0.81
MDXG,MiMedx Group Inc,$5.12,$758M (Micro),Yes,"943,630",1.58
MEG,Montrose Environmental Group Inc,$20.49,$724M (Micro),Yes,"298,080",1.98
MEI,Methode Electronics Inc,$9.07,$321M (Micro),Yes,"419,730",1.04
METC,Ramaco Resources Inc,$16.48,$909M (Micro),Yes,"2,454,390",1.42
MFA,MFA Financial Inc,$9.89,$1B (Micro),Yes,"1,347,540",1.63
MFG,Mizuho Financial Group Inc,$9.90,$122B (Large),Yes,"5,417,540",0.36
MFIC,MidCap Financial Investment Corp,$11.11,$1B (Micro),Yes,"767,220",0.79
MGNI,Magnite Inc,$11.70,$2B (Micro),Yes,"3,023,850",2.36
MGTX,MeiraGTx Holdings PLC,$7.45,$600M (Micro),Yes,"373,320",1.38
MIR,Mirion Technologies Inc,$22.51,$6B (Small),Yes,"4,529,980",0.99
MITK,Mitek Systems Inc,$13.40,$607M (Micro),Yes,"1,105,030",1.0
MLCO,Melco Resorts & Entertainment Ltd,$5.53,$2B (Small),Yes,"3,254,040",0.59
MLKN,MillerKnoll Inc,$21.78,$1B (Micro),Yes,"500,520",1.28
MLTX,MoonLake Immunotherapeutics,$15.77,$1B (Micro),Yes,"1,073,340",1.21
MNKD,MannKind Corp,$5.66,$2B (Micro),Yes,"3,007,090",0.76
MNRO,Monro Inc,$23.81,$715M (Micro),Yes,"795,860",0.95
MNSO,MINISO Group Holding Ltd,$19.27,$6B (Small),Yes,"934,940",0.14
MOMO,Hello Group Inc,$6.48,$1B (Micro),Yes,"911,340",0.33
MPT,Medical Properties Trust Inc,$5.44,$3B (Small),Yes,"5,732,420",1.43
MRAM,Everspin Technologies Inc,$11.03,$252M (Micro),Yes,"872,600",0.86
MRTN,Marten Transport Ltd,$13.24,$1B (Micro),Yes,"800,320",0.84
MTRX,Matrix Service Co,$11.46,$322M (Micro),Yes,"364,650",0.98
MTUS,Metallus Inc,$20.70,$862M (Micro),Yes,"358,120",1.4
MTW,Manitowoc Company Inc,$14.30,$507M (Micro),Yes,"445,760",1.83
MUFG,Mitsubishi UFJ Financial Group Inc,$19.73,$223B (Large),Yes,"3,842,960",0.35
MXL,Maxlinear Inc,$19.53,$2B (Micro),Yes,"1,156,890",1.67
MYE,Myers Industries Inc,$22.08,$826M (Micro),Yes,"283,830",1.07
NABL,N-Able Inc,$5.35,$997M (Micro),Yes,"1,759,980",0.62
NAGE,Niagen Bioscience Inc,$5.14,$410M (Micro),Yes,"914,270",2.11
NAVI,Navient Corp,$9.34,$897M (Micro),Yes,"1,129,140",1.32
NCLH,Norwegian Cruise Line Holdings Ltd,$21.49,$10B (Mid),Yes,"23,739,770",2.03
NCNO,nCino Inc,$16.14,$2B (Micro),Yes,"2,798,330",0.61
NEO,Neogenomics Inc,$11.38,$1B (Micro),Yes,"1,667,340",1.59
NEOG,Neogen Corp,$10.94,$2B (Small),Yes,"3,363,940",1.95
NEXA,Nexa Resources SA,$11.93,$2B (Micro),Yes,"529,640",0.53
NEXN,Nexxen International Ltd,$6.10,$346M (Micro),Yes,"364,250",1.71
NEXT,NextDecade Corp,$5.20,$1B (Micro),Yes,"2,912,870",2.03
NFBK,Northfield Bancorp Inc,$13.59,$568M (Micro),Yes,"705,700",0.79
NG,NovaGold Resources Inc,$10.75,$5B (Small),Yes,"5,055,480",0.78
NGD,New Gold Inc,$11.06,$9B (Mid),Yes,"22,874,430",0.61
NGL,NGL Energy Partners LP,$12.00,$1B (Micro),Yes,"544,990",0.34
NLY,Annaly Capital Management Inc,$23.07,$17B (Mid),Yes,"8,022,670",1.29
NMFC,New Mountain Finance Corp,$8.32,$858M (Micro),Yes,"1,583,920",0.61
NMR,Nomura Holdings Inc,$9.54,$28B (Mid),Yes,"1,610,960",0.67
NMRK,Newmark Group Inc,$14.82,$3B (Small),Yes,"1,988,950",1.88
NN,NextNav Inc,$16.09,$2B (Small),Yes,"1,098,310",0.96
NOK,Nokia Oyj,$7.03,$39B (Mid),Yes,"30,639,470",0.81
NOMD,Nomad Foods Ltd,$12.90,$2B (Micro),Yes,"1,318,400",0.7
NOV,Nov Inc,$19.20,$7B (Small),Yes,"5,991,920",0.9
NPKI,NPK International Inc,$14.44,$1B (Micro),Yes,"710,750",1.23
NRDS,NerdWallet Inc,$9.41,$684M (Micro),Yes,"1,154,020",1.48
NRIX,Nurix Therapeutics Inc,$15.60,$2B (Micro),Yes,"870,140",1.97
NTGR,NETGEAR Inc,$21.94,$623M (Micro),Yes,"837,040",1.14
NTLA,Intellia Therapeutics Inc,$11.87,$1B (Micro),Yes,"3,845,680",2.12
NTST,Netstreit Corp,$20.20,$2B (Micro),Yes,"2,073,070",0.86
NU,Nu Holdings Ltd,$16.82,$82B (Large),Yes,"49,272,840",1.1
NUS,NU Skin Enterprises Inc,$8.36,$403M (Micro),Yes,"573,210",1.05
NUVB,Nuvation Bio Inc,$5.77,$2B (Micro),Yes,"4,992,100",1.5
NVAX,Novavax Inc,$8.70,$1B (Micro),Yes,"3,810,820",2.57
NVCR,Novocure Ltd,$10.99,$1B (Micro),Yes,"3,727,310",0.75
NVGS,Navigator Holdings Ltd,$19.30,$1B (Micro),Yes,"252,120",0.39
NVRI,Enviri Corp,$18.92,$2B (Micro),Yes,"1,411,070",1.77
NVTS,Navitas Semiconductor Corp,$8.30,$2B (Micro),Yes,"19,367,300",3.17
NWBI,Northwest Bancshares Inc,$12.99,$2B (Micro),Yes,"1,103,890",0.66
NWSA,News Corp,$22.72,$8B (Mid),Yes,"6,024,170",1.0
NX,Quanex Building Products Corp,$22.04,$1B (Micro),Yes,"612,850",0.89
OBDC,Blue Owl Capital Corp,$11.47,$6B (Small),Yes,"8,589,790",0.7
OCFC,OceanFirst Financial Corp,$19.58,$1B (Micro),Yes,"646,250",1.02
OCSL,Oaktree Specialty Lending Corp,$12.14,$1B (Micro),Yes,"971,150",0.55
OCUL,Ocular Therapeutix Inc,$8.88,$2B (Micro),Yes,"5,028,400",0.9
OEC,Orion SA,$7.11,$399M (Micro),Yes,"626,120",1.0
OGN,Organon & Co,$7.39,$2B (Micro),Yes,"5,311,140",0.57
OI,O-I Glass Inc,$14.79,$2B (Small),Yes,"1,923,230",0.8
OIS,Oil States International Inc,$9.40,$562M (Micro),Yes,"915,910",1.24
OLMA,Olema Pharmaceuticals Inc,$22.59,$2B (Micro),Yes,"1,599,010",1.95
OMER,Omeros Corp,$11.69,$829M (Micro),Yes,"1,021,190",2.45
ONB,Old National Bancorp,$24.77,$10B (Mid),Yes,"3,186,870",0.82
ONDS,Ondas Inc,$9.31,$4B (Small),Yes,"83,741,590",2.49
ONTF,ON24 Inc,$7.92,$336M (Micro),Yes,"476,300",0.6
OPFI,OppFi Inc,$8.91,$769M (Micro),Yes,"472,290",1.72
OPRA,Opera Ltd,$12.38,$1B (Micro),Yes,"866,600",1.16
OPRX,OptimizeRx Corp,$8.75,$163M (Micro),Yes,"492,550",1.19
ORC,Orchid Island Capital Inc,$7.53,$1B (Micro),Yes,"7,268,880",1.67
ORIC,Oric Pharmaceuticals Inc,$9.99,$973M (Micro),Yes,"1,174,280",1.33
ORN,Orion Group Holdings Inc,$13.84,$555M (Micro),Yes,"486,890",1.14
OSBC,Old Second Bancorp Inc,$20.57,$1B (Micro),Yes,"328,390",0.78
OSCR,Oscar Health Inc,$13.42,$4B (Small),Yes,"11,624,350",1.9
